F         RC        PS
         2      12.1     0.470
         1      12.1     0.480
         1      12.1     0.480
         2      12.1     0.480
         1      12.1     0.490
         2      12.1     0.490
         2      12.1     0.490
         1      12.1     0.500
         1      12.1     0.500
         2      12.1     0.500
         2      12.1     0.510
         1      12.1     0.510
         2      12.1     0.510
         2      12.1     0.540
         2      12.1     0.550
         2      12.1     0.550
         1      12.1     0.590
         2      12.1     0.610
         2      12.2     0.250
         1      12.2     0.290
         1      12.2     0.300
         1      12.2     0.310
         1      12.2     0.310
         1      12.2     0.310
         1      12.2     0.310
         1      12.2     0.310
         1      12.2     0.320
         2      12.2     0.320
         1      12.2     0.330
         1      12.2     0.330
         1      12.2     0.330
         1      12.2     0.330
         1      12.2     0.340
         2      12.2     0.340
         1      12.2     0.340
         2      12.2     0.340
         2      12.2     0.340
         1      12.2     0.340
         2      12.2     0.340
         1      12.2     0.340
         1      12.2     0.350
         2      12.2     0.350
         2      12.2     0.350
         1      12.2     0.360
         1      12.2     0.360
         2      12.2     0.360
         1      12.2     0.360
         1      12.2     0.360
         2      12.2     0.360
         2      12.2     0.360
         1      12.2     0.360
         2      12.2     0.360
         2      12.2     0.360
         1      12.2     0.370
         1      12.2     0.370
         2      12.2     0.370
         2      12.2     0.370
         2      12.2     0.370
         2      12.2     0.370
         2      12.2     0.380
         1      12.2     0.380
         2      12.2     0.380
         2      12.2     0.380
         2      12.2     0.380
         1      12.2     0.380
         1      12.2     0.390
         1      12.2     0.390
         2      12.2     0.390
         1      12.2     0.390
         1      12.2     0.390
         2      12.2     0.390
         1      12.2     0.400
         2      12.2     0.400
         1      12.2     0.400
         2      12.2     0.400
         1      12.2     0.400
         2      12.2     0.410
         2      12.2     0.410
         1      12.2     0.410
         2      12.2     0.410
         2      12.2     0.410
         2      12.2     0.410
         1      12.2     0.410
         2      12.2     0.410
         1      12.2     0.420
         1      12.2     0.420
         2      12.2     0.420
         2      12.2     0.420
         1      12.2     0.420
         1      12.2     0.420
         1      12.2     0.420
         2      12.2     0.420
         2      12.2     0.420
         1      12.2     0.420
         2      12.2     0.420
         2      12.2     0.420
         1      12.2     0.430
         2      12.2     0.440
         1      12.2     0.440
         1      12.2     0.450
         1      12.2     0.460
         1      12.2     0.460
         1      12.2     0.460
         1      12.2     0.470
         2      12.2     0.470
         1      12.2     0.480
         1      12.2     0.480
         1      12.2     0.490
         1      12.2     0.490
         1      12.2     0.490
         1      12.2     0.500
         2      12.2     0.500
         1      12.2     0.510
         2      12.2     0.540
         1      12.2     0.570
         1      12.2     0.740
         1      12.3     0.260
         1      12.3     0.280
         2      12.3     0.280
         1      12.3     0.300
         1      12.3     0.310
         2      12.3     0.320
         1      12.3     0.320
         1      12.3     0.330
         1      12.3     0.330
         2      12.3     0.330
         2      12.3     0.330
         1      12.3     0.330
         1      12.3     0.330
         2      12.3     0.340
         1      12.3     0.340
         1      12.3     0.340
         1      12.3     0.340
         2      12.3     0.340
         1      12.3     0.350
         2      12.3     0.350
         1      12.3     0.350
         2      12.3     0.360
         2      12.3     0.360
         2      12.3     0.360
         2      12.3     0.360
         1      12.3     0.370
         2      12.3     0.370
         1      12.3     0.370
         2      12.3     0.370
         2      12.3     0.370
         2      12.3     0.370
         2      12.3     0.370
         1      12.3     0.370
         1      12.3     0.370
         1      12.3     0.370
         2      12.3     0.380
         1      12.3     0.380
         2      12.3     0.380
         1      12.3     0.380
         1      12.3     0.380
         1      12.3     0.380
         2      12.3     0.380
         2      12.3     0.380
         1      12.3     0.380
         1      12.3     0.380
         2      12.3     0.390
         2      12.3     0.390
         2      12.3     0.390
         1      12.3     0.390
         2      12.3     0.390
         1      12.3     0.400
         1      12.3     0.400
         2      12.3     0.400
         2      12.3     0.400
         2      12.3     0.400
         2      12.3     0.400
         1      12.3     0.410
         1      12.3     0.410
         2      12.3     0.410
         2      12.3     0.410
         2      12.3     0.410
         1      12.3     0.420
         1      12.3     0.420
         2      12.3     0.420
         1      12.3     0.420
         1      12.3     0.420
         2      12.3     0.420
         1      12.3     0.420
         2      12.3     0.420
         1      12.3     0.430
         2      12.3     0.430
         2      12.3     0.430
         1      12.3     0.430
         2      12.3     0.430
         2      12.3     0.430
         2      12.3     0.440
         1      12.3     0.440
         1      12.3     0.440
         1      12.3     0.450
         2      12.3     0.470
         1      12.3     0.470
         2      12.3     0.470
         1      12.3     0.470
         1      12.3     0.480
         2      12.3     0.480
         1      12.3     0.490
         2      12.3     0.490
         2      12.3     0.500
         2      12.3     0.510
         1      12.3     0.520
         1      12.3     0.520
         2      12.3     0.520
         1      12.3     0.530
         1      12.3     0.550
         1      12.3     0.550
         2      12.3     0.550
         1      12.3     0.560
         2      12.3     0.570
         2      12.3     0.610
         2      12.3     0.620
         1      12.4     0.240
         1      12.4     0.260
         1      12.4     0.280
         1      12.4     0.280
         1      12.4     0.290
         1      12.4     0.290
         1      12.4     0.290
         1      12.4     0.290
         1      12.4     0.300
         1      12.4     0.310
         1      12.4     0.310
         1      12.4     0.320
         1      12.4     0.320
         1      12.4     0.330
         1      12.4     0.330
         2      12.4     0.330
         1      12.4     0.340
         1      12.4     0.340
         1      12.4     0.340
         1      12.4     0.340
         2      12.4     0.340
         2      12.4     0.340
         2      12.4     0.340
         2      12.4     0.340
         1      12.4     0.350
         1      12.4     0.350
         1      12.4     0.350
         1      12.4     0.350
         2      12.4     0.360
         2      12.4     0.360
         1      12.4     0.360
         1      12.4     0.370
         2      12.4     0.370
         1      12.4     0.370
         1      12.4     0.370
         2      12.4     0.370
         2      12.4     0.370
         2      12.4     0.370
         2      12.4     0.370
         1      12.4     0.370
         1      12.4     0.370
         1      12.4     0.370
         2      12.4     0.370
         2      12.4     0.370
         1      12.4     0.380
         1      12.4     0.380
         1      12.4     0.380
         2      12.4     0.380
         2      12.4     0.380
         2      12.4     0.380
         1      12.4     0.380
         1      12.4     0.380
         2      12.4     0.380
         2      12.4     0.380
         1      12.4     0.380
         1      12.4     0.390
         2      12.4     0.390
         2      12.4     0.390
         2      12.4     0.390
         2      12.4     0.390
         2      12.4     0.390
         1      12.4     0.390
         2      12.4     0.400
         2      12.4     0.400
         1      12.4     0.400
         2      12.4     0.400
         1      12.4     0.400
         2      12.4     0.400
         2      12.4     0.400
         1      12.4     0.410
         2      12.4     0.410
         2      12.4     0.410
         2      12.4     0.410
         2      12.4     0.410
         1      12.4     0.410
         1      12.4     0.420
         2      12.4     0.420
         1      12.4     0.420
         1      12.4     0.420
         1      12.4     0.420
         2      12.4     0.420
         1      12.4     0.420
         2      12.4     0.420
         2      12.4     0.420
         1      12.4     0.430
         2      12.4     0.430
         1      12.4     0.430
         1      12.4     0.440
         2      12.4     0.440
         2      12.4     0.440
         2      12.4     0.440
         2      12.4     0.440
         2      12.4     0.450
         2      12.4     0.450
         1      12.4     0.450
         2      12.4     0.460
         2      12.4     0.460
         2      12.4     0.460
         2      12.4     0.460
         1      12.4     0.460
         1      12.4     0.460
         1      12.4     0.470
         2      12.4     0.470
         2      12.4     0.470
         1      12.4     0.480
         1      12.4     0.480
         1      12.4     0.480
         1      12.4     0.480
         2      12.4     0.480
         1      12.4     0.480
         1      12.4     0.490
         2      12.4     0.490
         2      12.4     0.490
         2      12.4     0.500
         2      12.4     0.510
         2      12.4     0.510
         2      12.4     0.510
         1      12.4     0.510
         1      12.4     0.510
         2      12.4     0.510
         1      12.4     0.510
         2      12.4     0.510
         2      12.4     0.520
         1      12.4     0.530
         2      12.4     0.530
         2      12.4     0.540
         1      12.4     0.580
         2      12.4     0.710
         1      12.5     0.240
         2      12.5     0.300
         1      12.5     0.310
         1      12.5     0.310
         1      12.5     0.310
         1      12.5     0.310
         1      12.5     0.310
         1      12.5     0.320
         1      12.5     0.320
         2      12.5     0.320
         1      12.5     0.330
         1      12.5     0.330
         2      12.5     0.330
         2      12.5     0.330
         1      12.5     0.340
         1      12.5     0.350
         1      12.5     0.350
         1      12.5     0.350
         1      12.5     0.350
         2      12.5     0.350
         1      12.5     0.360
         2      12.5     0.360
         1      12.5     0.370
         1      12.5     0.370
         1      12.5     0.370
         2      12.5     0.370
         2      12.5     0.370
         1      12.5     0.370
         1      12.5     0.370
         1      12.5     0.380
         2      12.5     0.380
         1      12.5     0.380
         1      12.5     0.380
         2      12.5     0.380
         2      12.5     0.380
         2      12.5     0.390
         1      12.5     0.390
         2      12.5     0.390
         2      12.5     0.390
         2      12.5     0.390
         2      12.5     0.390
         2      12.5     0.390
         1      12.5     0.400
         1      12.5     0.400
         2      12.5     0.400
         1      12.5     0.400
         2      12.5     0.400
         2      12.5     0.400
         1      12.5     0.400
         2      12.5     0.400
         2      12.5     0.400
         1      12.5     0.400
         1      12.5     0.410
         2      12.5     0.410
         2      12.5     0.410
         2      12.5     0.410
         2      12.5     0.410
         2      12.5     0.410
         1      12.5     0.420
         2      12.5     0.420
         1      12.5     0.420
         2      12.5     0.420
         2      12.5     0.420
         2      12.5     0.420
         1      12.5     0.420
         2      12.5     0.420
         1      12.5     0.420
         1      12.5     0.420
         2      12.5     0.420
         1      12.5     0.430
         2      12.5     0.430
         1      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         2      12.5     0.430
         1      12.5     0.440
         2      12.5     0.440
         1      12.5     0.440
         1      12.5     0.440
         2      12.5     0.440
         1      12.5     0.450
         2      12.5     0.450
         1      12.5     0.450
         2      12.5     0.450
         2      12.5     0.450
         2      12.5     0.450
         2      12.5     0.450
         2      12.5     0.450
         1      12.5     0.460
         2      12.5     0.460
         2      12.5     0.460
         1      12.5     0.470
         1      12.5     0.470
         1      12.5     0.470
         2      12.5     0.480
         1      12.5     0.480
         1      12.5     0.490
         2      12.5     0.490
         1      12.5     0.490
         2      12.5     0.500
         2      12.5     0.500
         2      12.5     0.500
         1      12.5     0.500
         2      12.5     0.510
         2      12.5     0.510
         2      12.5     0.520
         2      12.5     0.530
         2      12.5     0.530
         1      12.5     0.530
         1      12.5     0.530
         2      12.5     0.530
         2      12.5     0.530
         2      12.5     0.540
         2      12.5     0.560
         1      12.5     0.600
         1      12.5     0.670
         1      12.5     0.720
         1      12.5     1.230
         2      12.6     0.170
         1      12.6     0.300
         1      12.6     0.340
         1      12.6     0.340
         1      12.6     0.340
         1      12.6     0.350
         2      12.6     0.350
         2      12.6     0.350
         2      12.6     0.360
         1      12.6     0.360
         1      12.6     0.370
         1      12.6     0.370
         1      12.6     0.370
         1      12.6     0.370
         1      12.6     0.370
         2      12.6     0.370
         1      12.6     0.380
         1      12.6     0.380
         1      12.6     0.380
         1      12.6     0.380
         1      12.6     0.380
         2      12.6     0.380
         1      12.6     0.390
         2      12.6     0.390
         2      12.6     0.390
         1      12.6     0.390
         1      12.6     0.390
         2      12.6     0.390
         1      12.6     0.390
         1      12.6     0.390
         1      12.6     0.400
         2      12.6     0.400
         1      12.6     0.400
         1      12.6     0.400
         2      12.6     0.400
         1      12.6     0.410
         1      12.6     0.410
         2      12.6     0.410
         1      12.6     0.410
         2      12.6     0.410
         1      12.6     0.410
         1      12.6     0.410
         2      12.6     0.410
         1      12.6     0.420
         1      12.6     0.420
         1      12.6     0.420
         1      12.6     0.420
         2      12.6     0.420
         2      12.6     0.420
         2      12.6     0.420
         2      12.6     0.420
         1      12.6     0.430
         2      12.6     0.430
         2      12.6     0.430
         1      12.6     0.430
         2      12.6     0.430
         1      12.6     0.430
         2      12.6     0.430
         2      12.6     0.430
         1      12.6     0.440
         2      12.6     0.440
         2      12.6     0.440
         1      12.6     0.440
         2      12.6     0.450
         2      12.6     0.450
         1      12.6     0.460
         1      12.6     0.460
         2      12.6     0.460
         2      12.6     0.460
         2      12.6     0.460
         2      12.6     0.460
         2      12.6     0.460
         1      12.6     0.460
         1      12.6     0.460
         2      12.6     0.460
         2      12.6     0.470
         2      12.6     0.470
         2      12.6     0.470
         1      12.6     0.470
         1      12.6     0.480
         1      12.6     0.480
         2      12.6     0.480
         1      12.6     0.480
         2      12.6     0.490
         2      12.6     0.490
         2      12.6     0.490
         2      12.6     0.500
         2      12.6     0.500
         2      12.6     0.500
         1      12.6     0.500
         2      12.6     0.500
         1      12.6     0.520
         1      12.6     0.520
         1      12.6     0.530
         2      12.6     0.550
         1      12.6     0.550
         2      12.6     0.550
         2      12.6     0.570
         1      12.6     0.580
         1      12.6     0.580
         1      12.6     0.590
         1      12.6     0.620
         1      12.6     0.630
         1      12.6     0.670
         2      12.7     0.310
         1      12.7     0.310
         1      12.7     0.320
         1      12.7     0.330
         1      12.7     0.330
         2      12.7     0.330
         2      12.7     0.340
         1      12.7     0.350
         1      12.7     0.350
         1      12.7     0.360
         2      12.7     0.360
         1      12.7     0.360
         1      12.7     0.370
         2      12.7     0.370
         1      12.7     0.370
         1      12.7     0.370
         1      12.7     0.370
         2      12.7     0.380
         2      12.7     0.380
         1      12.7     0.380
         1      12.7     0.380
         1      12.7     0.380
         2      12.7     0.390
         1      12.7     0.390
         2      12.7     0.390
         1      12.7     0.390
         2      12.7     0.390
         1      12.7     0.390
         1      12.7     0.390
         2      12.7     0.390
         1      12.7     0.390
         2      12.7     0.390
         1      12.7     0.400
         1      12.7     0.400
         1      12.7     0.400
         1      12.7     0.400
         1      12.7     0.400
         1      12.7     0.400
         1      12.7     0.410
         2      12.7     0.410
         1      12.7     0.420
         2      12.7     0.420
         2      12.7     0.420
         1      12.7     0.420
         2      12.7     0.420
         2      12.7     0.420
         1      12.7     0.420
         2      12.7     0.420
         1      12.7     0.430
         2      12.7     0.430
         1      12.7     0.430
         1      12.7     0.430
         1      12.7     0.430
         1      12.7     0.430
         1      12.7     0.430
         1      12.7     0.430
         2      12.7     0.430
         2      12.7     0.440
         2      12.7     0.440
         1      12.7     0.440
         2      12.7     0.440
         2      12.7     0.440
         2      12.7     0.440
         1      12.7     0.450
         1      12.7     0.450
         2      12.7     0.450
         2      12.7     0.450
         1      12.7     0.450
         1      12.7     0.450
         2      12.7     0.450
         2      12.7     0.460
         2      12.7     0.460
         2      12.7     0.460
         2      12.7     0.460
         2      12.7     0.460
         1      12.7     0.460
         1      12.7     0.460
         1      12.7     0.470
         2      12.7     0.470
         2      12.7     0.470
         2      12.7     0.470
         1      12.7     0.480
         2      12.7     0.480
         1      12.7     0.480
         2      12.7     0.490
         2      12.7     0.490
         1      12.7     0.490
         1      12.7     0.490
         2      12.7     0.490
         2      12.7     0.500
         2      12.7     0.500
         2      12.7     0.500
         1      12.7     0.510
         2      12.7     0.510
         2      12.7     0.510
         1      12.7     0.520
         2      12.7     0.520
         1      12.7     0.520
         2      12.7     0.520
         1      12.7     0.530
         1      12.7     0.530
         2      12.7     0.540
         1      12.7     0.540
         1      12.7     0.550
         2      12.7     0.550
         2      12.7     0.560
         1      12.7     0.560
         2      12.7     0.560
         2      12.7     0.570
         2      12.7     0.570
         1      12.7     0.570
         2      12.7     0.580
         2      12.7     0.590
         1      12.7     0.620
         1      12.7     0.660
         2      12.8     0.340
         2      12.8     0.350
         1      12.8     0.350
         1      12.8     0.350
         2      12.8     0.350
         1      12.8     0.360
         1      12.8     0.360
         1      12.8     0.370
         2      12.8     0.370
         1      12.8     0.370
         2      12.8     0.380
         1      12.8     0.380
         1      12.8     0.380
         1      12.8     0.380
         1      12.8     0.380
         1      12.8     0.380
         2      12.8     0.380
         1      12.8     0.390
         2      12.8     0.390
         2      12.8     0.400
         1      12.8     0.400
         1      12.8     0.400
         2      12.8     0.400
         1      12.8     0.410
         1      12.8     0.410
         2      12.8     0.410
         2      12.8     0.410
         2      12.8     0.410
         1      12.8     0.410
         1      12.8     0.410
         1      12.8     0.410
         2      12.8     0.410
         1      12.8     0.410
         2      12.8     0.420
         1      12.8     0.420
         1      12.8     0.420
         2      12.8     0.420
         2      12.8     0.420
         1      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         1      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         2      12.8     0.430
         1      12.8     0.440
         1      12.8     0.440
         1      12.8     0.440
         1      12.8     0.440
         1      12.8     0.450
         2      12.8     0.450
         1      12.8     0.450
         2      12.8     0.450
         2      12.8     0.450
         2      12.8     0.450
         1      12.8     0.450
         1      12.8     0.450
         1      12.8     0.450
         2      12.8     0.450
         1      12.8     0.460
         2      12.8     0.460
         2      12.8     0.460
         2      12.8     0.460
         2      12.8     0.460
         1      12.8     0.460
         1      12.8     0.460
         2      12.8     0.460
         2      12.8     0.470
         2      12.8     0.470
         1      12.8     0.470
         2      12.8     0.470
         1      12.8     0.480
         2      12.8     0.490
         2      12.8     0.490
         2      12.8     0.490
         1      12.8     0.490
         2      12.8     0.490
         1      12.8     0.490
         2      12.8     0.490
         1      12.8     0.500
         2      12.8     0.500
         2      12.8     0.500
         2      12.8     0.510
         1      12.8     0.510
         2      12.8     0.510
         1      12.8     0.520
         1      12.8     0.520
         1      12.8     0.520
         1      12.8     0.520
         1      12.8     0.520
         1      12.8     0.520
         2      12.8     0.520
         2      12.8     0.530
         1      12.8     0.530
         2      12.8     0.540
         2      12.8     0.540
         1      12.8     0.540
         2      12.8     0.540
         1      12.8     0.550
         1      12.8     0.550
         1      12.8     0.560
         2      12.8     0.570
         2      12.8     0.580
         1      12.8     0.580
         1      12.8     0.590
         1      12.8     0.590
         2      12.8     0.610
         2      12.8     0.650
         2      12.8     0.650
         1      12.8     0.690
         2      12.8     0.690
         2      12.8     0.710
         1      12.9     0.130
         1      12.9     0.200
         1      12.9     0.290
         1      12.9     0.320
         2      12.9     0.340
         2      12.9     0.350
         1      12.9     0.360
         1      12.9     0.370
         2      12.9     0.380
         2      12.9     0.380
         1      12.9     0.380
         1      12.9     0.380
         1      12.9     0.380
         1      12.9     0.390
         1      12.9     0.390
         1      12.9     0.390
         1      12.9     0.390
         2      12.9     0.390
         2      12.9     0.390
         1      12.9     0.390
         1      12.9     0.400
         1      12.9     0.400
         1      12.9     0.400
         1      12.9     0.400
         1      12.9     0.400
         2      12.9     0.400
         2      12.9     0.410
         2      12.9     0.410
         2      12.9     0.410
         2      12.9     0.410
         2      12.9     0.410
         2      12.9     0.410
         1      12.9     0.410
         2      12.9     0.420
         1      12.9     0.420
         1      12.9     0.420
         2      12.9     0.420
         1      12.9     0.420
         2      12.9     0.420
         2      12.9     0.430
         1      12.9     0.430
         1      12.9     0.430
         1      12.9     0.430
         2      12.9     0.430
         1      12.9     0.440
         2      12.9     0.440
         1      12.9     0.440
         2      12.9     0.440
         2      12.9     0.440
         2      12.9     0.440
         1      12.9     0.450
         1      12.9     0.450
         1      12.9     0.450
         1      12.9     0.450
         2      12.9     0.450
         1      12.9     0.460
         2      12.9     0.460
         2      12.9     0.460
         1      12.9     0.460
         1      12.9     0.460
         1      12.9     0.460
         1      12.9     0.460
         1      12.9     0.460
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         1      12.9     0.470
         1      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         2      12.9     0.470
         1      12.9     0.480
         1      12.9     0.480
         2      12.9     0.480
         2      12.9     0.480
         1      12.9     0.480
         2      12.9     0.480
         2      12.9     0.480
         2      12.9     0.480
         2      12.9     0.490
         1      12.9     0.490
         1      12.9     0.490
         2      12.9     0.490
         2      12.9     0.490
         2      12.9     0.490
         1      12.9     0.500
         1      12.9     0.500
         1      12.9     0.500
         1      12.9     0.500
         1      12.9     0.500
         2      12.9     0.510
         1      12.9     0.510
         1      12.9     0.510
         1      12.9     0.510
         2      12.9     0.510
         2      12.9     0.510
         2      12.9     0.520
         2      12.9     0.520
         1      12.9     0.520
         1      12.9     0.520
         2      12.9     0.520
         2      12.9     0.530
         2      12.9     0.530
         2      12.9     0.530
         1      12.9     0.540
         1      12.9     0.540
         2      12.9     0.540
         2      12.9     0.550
         1      12.9     0.560
         2      12.9     0.560
         1      12.9     0.580
         2      12.9     0.590
         2      12.9     0.590
         2      12.9     0.590
         1      12.9     0.590
         1      12.9     0.600
         2      12.9     0.600
         2      12.9     0.600
         2      12.9     0.600
         1      12.9     0.610
         2      12.9     0.640
         2      12.9     0.640
         2      12.9     0.650
         1      12.9     0.660
         2      12.9     0.660
         2      12.9     0.670
         2      12.9     0.680
         1      12.9     0.710
         1      12.9     0.720
         1      13.0     0.280
         1      13.0     0.320
         1      13.0     0.320
         1      13.0     0.330
         1      13.0     0.330
         1      13.0     0.350
         1      13.0     0.350
         2      13.0     0.350
         1      13.0     0.360
         2      13.0     0.360
         1      13.0     0.360
         1      13.0     0.370
         1      13.0     0.370
         2      13.0     0.370
         2      13.0     0.380
         1      13.0     0.380
         2      13.0     0.380
         1      13.0     0.380
         1      13.0     0.380
         1      13.0     0.390
         2      13.0     0.390
         1      13.0     0.390
         2      13.0     0.390
         1      13.0     0.400
         1      13.0     0.400
         1      13.0     0.400
         2      13.0     0.400
         2      13.0     0.400
         2      13.0     0.400
         1      13.0     0.400
         1      13.0     0.410
         1      13.0     0.410
         1      13.0     0.410
         1      13.0     0.410
         1      13.0     0.410
         2      13.0     0.410
         2      13.0     0.410
         1      13.0     0.420
         2      13.0     0.420
         2      13.0     0.420
         1      13.0     0.420
         1      13.0     0.420
         1      13.0     0.430
         1      13.0     0.430
         2      13.0     0.430
         1      13.0     0.430
         1      13.0     0.430
         2      13.0     0.430
         1      13.0     0.430
         1      13.0     0.430
         1      13.0     0.430
         2      13.0     0.430
         2      13.0     0.440
         1      13.0     0.440
         1      13.0     0.440
         1      13.0     0.440
         2      13.0     0.440
         1      13.0     0.440
         2      13.0     0.440
         2      13.0     0.440
         2      13.0     0.450
         2      13.0     0.450
         1      13.0     0.450
         2      13.0     0.450
         2      13.0     0.450
         1      13.0     0.460
         1      13.0     0.460
         1      13.0     0.460
         2      13.0     0.460
         2      13.0     0.460
         1      13.0     0.460
         2      13.0     0.460
         1      13.0     0.460
         2      13.0     0.470
         2      13.0     0.470
         1      13.0     0.470
         1      13.0     0.470
         2      13.0     0.470
         2      13.0     0.470
         1      13.0     0.470
         1      13.0     0.470
         2      13.0     0.470
         2      13.0     0.470
         2      13.0     0.480
         2      13.0     0.480
         1      13.0     0.480
         1      13.0     0.480
         2      13.0     0.490
         2      13.0     0.490
         2      13.0     0.490
         2      13.0     0.490
         2      13.0     0.490
         1      13.0     0.490
         2      13.0     0.490
         1      13.0     0.490
         1      13.0     0.490
         2      13.0     0.500
         1      13.0     0.500
         2      13.0     0.500
         2      13.0     0.500
         2      13.0     0.500
         1      13.0     0.500
         2      13.0     0.500
         1      13.0     0.510
         1      13.0     0.510
         1      13.0     0.510
         1      13.0     0.510
         1      13.0     0.510
         2      13.0     0.510
         1      13.0     0.510
         2      13.0     0.510
         1      13.0     0.520
         2      13.0     0.520
         1      13.0     0.520
         1      13.0     0.520
         2      13.0     0.520
         2      13.0     0.520
         2      13.0     0.520
         1      13.0     0.540
         1      13.0     0.540
         1      13.0     0.540
         1      13.0     0.540
         1      13.0     0.540
         2      13.0     0.550
         2      13.0     0.550
         1      13.0     0.550
         1      13.0     0.560
         2      13.0     0.560
         1      13.0     0.570
         1      13.0     0.570
         2      13.0     0.580
         1      13.0     0.580
         2      13.0     0.590
         1      13.0     0.600
         2      13.0     0.600
         1      13.0     0.600
         1      13.0     0.610
         2      13.0     0.610
         1      13.0     0.620
         1      13.0     0.630
         1      13.0     0.670
         1      13.0     0.710
         2      13.1     0.350
         1      13.1     0.360
         2      13.1     0.360
         1      13.1     0.370
         2      13.1     0.370
         2      13.1     0.380
         2      13.1     0.380
         2      13.1     0.380
         1      13.1     0.390
         1      13.1     0.390
         1      13.1     0.390
         2      13.1     0.390
         1      13.1     0.400
         1      13.1     0.400
         1      13.1     0.400
         1      13.1     0.400
         1      13.1     0.410
         2      13.1     0.410
         1      13.1     0.410
         1      13.1     0.410
         2      13.1     0.410
         1      13.1     0.410
         1      13.1     0.410
         1      13.1     0.410
         1      13.1     0.410
         1      13.1     0.420
         1      13.1     0.420
         2      13.1     0.420
         1      13.1     0.420
         1      13.1     0.430
         1      13.1     0.430
         2      13.1     0.430
         1      13.1     0.430
         1      13.1     0.430
         2      13.1     0.430
         1      13.1     0.430
         2      13.1     0.430
         2      13.1     0.430
         1      13.1     0.440
         1      13.1     0.440
         1      13.1     0.440
         1      13.1     0.440
         2      13.1     0.440
         1      13.1     0.450
         2      13.1     0.450
         1      13.1     0.450
         1      13.1     0.450
         2      13.1     0.450
         2      13.1     0.450
         2      13.1     0.450
         1      13.1     0.460
         1      13.1     0.460
         2      13.1     0.460
         1      13.1     0.460
         2      13.1     0.460
         1      13.1     0.460
         2      13.1     0.460
         2      13.1     0.460
         2      13.1     0.460
         2      13.1     0.460
         2      13.1     0.460
         2      13.1     0.470
         2      13.1     0.470
         1      13.1     0.470
         2      13.1     0.470
         1      13.1     0.480
         2      13.1     0.480
         2      13.1     0.480
         2      13.1     0.480
         2      13.1     0.480
         1      13.1     0.480
         1      13.1     0.490
         1      13.1     0.490
         1      13.1     0.490
         1      13.1     0.490
         2      13.1     0.490
         1      13.1     0.490
         2      13.1     0.490
         2      13.1     0.500
         2      13.1     0.500
         1      13.1     0.500
         1      13.1     0.500
         2      13.1     0.500
         2      13.1     0.500
         1      13.1     0.500
         1      13.1     0.510
         2      13.1     0.510
         1      13.1     0.510
         1      13.1     0.510
         2      13.1     0.520
         2      13.1     0.520
         1      13.1     0.520
         1      13.1     0.520
         1      13.1     0.530
         2      13.1     0.530
         2      13.1     0.530
         2      13.1     0.530
         1      13.1     0.540
         1      13.1     0.540
         1      13.1     0.540
         1      13.1     0.540
         1      13.1     0.560
         1      13.1     0.560
         1      13.1     0.560
         2      13.1     0.570
         2      13.1     0.570
         1      13.1     0.580
         2      13.1     0.590
         1      13.1     0.590
         1      13.1     0.590
         2      13.1     0.600
         1      13.1     0.610
         2      13.1     0.610
         1      13.1     0.610
         1      13.1     0.640
         1      13.1     0.650
         2      13.1     0.660
         1      13.1     0.680
         2      13.1     0.720
         2      13.1     0.760
         1      13.2     0.360
         1      13.2     0.360
         1      13.2     0.380
         1      13.2     0.390
         2      13.2     0.390
         1      13.2     0.390
         1      13.2     0.390
         1      13.2     0.390
         2      13.2     0.390
         1      13.2     0.400
         1      13.2     0.400
         1      13.2     0.400
         2      13.2     0.410
         2      13.2     0.410
         2      13.2     0.410
         2      13.2     0.410
         1      13.2     0.410
         1      13.2     0.410
         2      13.2     0.420
         1      13.2     0.420
         1      13.2     0.430
         1      13.2     0.430
         2      13.2     0.430
         1      13.2     0.430
         2      13.2     0.430
         2      13.2     0.430
         1      13.2     0.440
         2      13.2     0.440
         1      13.2     0.440
         2      13.2     0.440
         2      13.2     0.440
         1      13.2     0.450
         2      13.2     0.450
         2      13.2     0.450
         2      13.2     0.450
         1      13.2     0.450
         2      13.2     0.450
         1      13.2     0.460
         2      13.2     0.460
         2      13.2     0.460
         2      13.2     0.460
         2      13.2     0.460
         2      13.2     0.460
         2      13.2     0.460
         2      13.2     0.470
         1      13.2     0.470
         1      13.2     0.470
         1      13.2     0.470
         2      13.2     0.470
         1      13.2     0.480
         1      13.2     0.480
         1      13.2     0.480
         2      13.2     0.480
         1      13.2     0.480
         2      13.2     0.480
         2      13.2     0.480
         1      13.2     0.490
         1      13.2     0.490
         2      13.2     0.490
         1      13.2     0.490
         2      13.2     0.490
         1      13.2     0.490
         2      13.2     0.490
         1      13.2     0.490
         2      13.2     0.500
         2      13.2     0.500
         1      13.2     0.500
         1      13.2     0.500
         2      13.2     0.500
         2      13.2     0.510
         2      13.2     0.510
         1      13.2     0.510
         1      13.2     0.510
         2      13.2     0.510
         2      13.2     0.510
         1      13.2     0.520
